ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms,YYYY-MO-DD HH-MI-SS_SSS
-0.8003,1.0784,8.0081,-1.2231,0.6357,9.7093,-0.0568,0.3501,-0.9891,0.0618,0.4268,0.0272,73,10.12,-50.72,-126.02,180.8,-3.07,4.26,5,50.737,47.85995,12.126292,490,NaN,4.97,11.792,334.2,0 / 25,185008,2018-11-18 16:41:14:895
-1.3088,-0.7227,9.111,-2.2683,0.645,9.5189,0.5228,0.7699,1.3917,0.1117,-0.3167,-0.2148,79,19.32,-52.06,-124.02,166.78,-3.77,13.4,5,48.727,47.85995,12.126292,490,NaN,4.97,11.792,334.2,0 / 25,186007,2018-11-18 16:41:15:894
-2.2988,1.5995,9.0251,-2.1151,1.1,9.5125,0.9217,0.7724,-0.0812,0.1837,0.1427,0.182,76,18.12,-53.25,-124.54,169.18,-4.37,11.95,5,52.684,47.85995,12.126292,490,NaN,4.97,11.792,334.2,0 / 25,187007,2018-11-18 16:41:16:894
-3.3493,0.0872,8.8847,-1.8617,1.2795,9.5429,-0.3707,-0.0016,-1.147,0.2193,0.074,0.0385,77,17.64,-54.82,-125.19,166.64,-7.8,12.23,5,53.155,47.85995,12.126292,490,NaN,4.97,11.792,334.2,0 / 25,188008,2018-11-18 16:41:17:895
-3.6589,-0.8865,10.6672,-2.415,1.5868,9.3712,1.5767,-0.9074,-1.7112,0.1425,-0.3534,-0.0521,78,23.7,-54.91,-122.83,161.51,-6.47,17.26,5,54.919,47.85995,12.126292,490,NaN,4.97,11.792,334.2,0 / 25,189007,2018-11-18 16:41:18:894
-2.2394,1.4072,10.3965,-2.6767,1.2699,9.3484,1.4774,1.6408,0.0839,0.1778,0.2358,0.0793,79,18.7,-52.73,-124.27,168.01,-5.04,12.77,5,50.932,47.85995,12.126292,490,NaN,4.97,11.792,334.2,25-Nov,190007,2018-11-18 16:41:19:894
-1.4211,1.6829,7.9191,-2.0427,0.9399,9.5454,-1.2598,-1.0748,0.1489,0.1381,-0.1301,0.1652,78,18.11,-53.59,-124.54,169.87,-5.35,11.6,5,52.494,47.85995,12.126292,490,NaN,4.97,11.792,334.2,0 / 25,191007,2018-11-18 16:41:20:894
-2.7744,2.8584,9.0363,-2.5977,1.832,9.2772,0.7848,0.6037,0.7995,-0.0697,-0.0226,0.1575,80,22.11,-56.71,-123.22,161.78,-9.82,15.43,5,51.548,47.86041,12.126575,499,NaN,4.39,15.008,330.6,0 / 25,192007,2018-11-18 16:41:21:894
-2.6705,1.9483,8.1181,-2.6233,1.591,9.3144,-0.2475,0.7839,-0.7404,0.2197,0.1308,0.1279,79,21.37,-55.12,-123.59,165.45,-6.96,14.28,5,50.594,47.86041,12.126575,499,NaN,4.39,15.008,330.6,0 / 25,193008,2018-11-18 16:41:22:895
-4.2139,-0.2853,8.8612,-2.9519,1.372,9.2506,-1.2273,-1.3289,-0.4063,0.1447,-0.2652,0.3789,80,22.71,-55.05,-122.46,157.82,-8.04,17.7,5,51.89,47.86041,12.126575,499,NaN,4.39,15.008,330.6,0 / 25,194008,2018-11-18 16:41:23:895
-2.4332,2.4832,10.431,-2.8814,1.2341,9.2922,-0.5371,0.3736,0.6768,0.0614,-0.0658,0.2156,80,22.2,-53.89,-122.9,155.99,-5.89,18.55,5,50.471,47.86041,12.126575,499,NaN,4.39,15.008,330.6,0 / 25,195008,2018-11-18 16:41:24:895
-2.7663,0.7129,10.2219,-2.0947,1.5725,9.4504,0.035,0.2142,-1.3248,0.0713,-0.0126,0.1833,77,18.67,-55.93,-124,169.65,-8.95,11.7,5,51.654,47.86041,12.126575,499,NaN,4.39,15.008,330.6,0 / 25,196007,2018-11-18 16:41:25:894
-1.357,1.8699,11.9795,-1.7198,1.3676,9.5573,-0.4363,-1.3194,1.7231,-0.4939,-0.3676,-0.2371,76,18.93,-57.22,-124.62,166.03,-11.33,12.15,5,47.942,47.86041,12.126575,499,NaN,4.39,15.008,330.6,0 / 25,197008,2018-11-18 16:41:26:895
-2.6204,2.3674,8.3609,-2.1929,1.91,9.3656,-0.5928,0.2275,0.6186,0.1637,0.028,-0.0417,77,19.83,-57,-124.46,168.97,-9.8,12.26,5,47.991,47.86041,12.126575,499,NaN,4.39,15.008,330.6,0 / 25,198007,2018-11-18 16:41:27:894
-2.6467,0.7464,9.1574,-1.4519,1.7642,9.5368,0.9655,-0.2894,-2.1766,0.3515,-0.8441,-0.0334,73,14.74,-56.21,-125.14,149.91,-10.33,15.52,5,50.949,47.86041,12.126575,499,NaN,4.39,15.008,330.6,0 / 25,199007,2018-11-18 16:41:28:894
-2.611,3.1927,9.6299,-2.6493,1.9756,9.233,-0.2676,0.5888,-0.0643,-0.1505,0.2739,0.0708,79,21.96,-57.54,-123.63,156.8,-11.68,16.2,5,46.779,47.86041,12.126575,499,NaN,4.39,15.008,330.6,0 / 25,200007,2018-11-18 16:41:29:894
